epoch,accuracy,loss,val_accuracy,val_loss
0,0.18142639100551605,0.8436151146888733,0.21719425916671753,0.7936491370201111
1,0.1852496713399887,0.7934297919273376,0.22600969672203064,0.7558118104934692
2,0.20084388554096222,0.7529577612876892,0.2663533389568329,0.7263999581336975
3,0.2909795641899109,0.7208441495895386,0.4434521496295929,0.7034941911697388
4,0.5504027009010315,0.6952383518218994,0.6389617323875427,0.6855807304382324
5,0.7131006717681885,0.6746746301651001,0.7167029976844788,0.6714584231376648
6,0.7655779123306274,0.6579830050468445,0.7501465678215027,0.660216212272644
7,0.7902352213859558,0.6442792415618896,0.766209065914154,0.6511909365653992
8,0.8030543923377991,0.6329154372215271,0.7744977474212646,0.6439002156257629
9,0.8098819255828857,0.623414158821106,0.7789546847343445,0.6379863023757935
10,0.8136036396026611,0.6154191493988037,0.7813877463340759,0.6331817507743835
11,0.8157544732093811,0.6086586713790894,0.7827867269515991,0.6292796730995178
12,0.8170655965805054,0.6029239892959595,0.7836021184921265,0.6261188983917236
13,0.8178924322128296,0.598054826259613,0.7841302156448364,0.6235689520835876
14,0.8184533715248108,0.5939226150512695,0.7844710350036621,0.6215192675590515
15,0.8188514113426208,0.5904136896133423,0.7847313284873962,0.6198697686195374
16,0.8191551566123962,0.5874234437942505,0.7849462032318115,0.6185364723205566
17,0.8193762898445129,0.5848600268363953,0.7851174473762512,0.6174522638320923
18,0.8195515275001526,0.5826462507247925,0.7852650284767151,0.6165639758110046
19,0.8196893334388733,0.5807193517684937,0.7853871583938599,0.61583012342453
20,0.8197956681251526,0.5790297389030457,0.7854709625244141,0.615218460559845
21,0.8198832273483276,0.5775376558303833,0.785529613494873,0.6147043108940125
22,0.8199434280395508,0.5762109160423279,0.7855861186981201,0.614267885684967
23,0.8199861645698547,0.5750231146812439,0.7856274247169495,0.6138914823532104
24,0.8200247883796692,0.5739521980285645,0.7856711745262146,0.6135606169700623
25,0.8200539946556091,0.5729795694351196,0.7856993675231934,0.6132652759552002
26,0.820078432559967,0.5720896124839783,0.785722553730011,0.612994909286499
27,0.8200947642326355,0.5712690949440002,0.7857424020767212,0.6127417683601379
28,0.8201088905334473,0.5705065131187439,0.7857559323310852,0.6124993562698364
29,0.8201193809509277,0.5697927474975586,0.7857663631439209,0.6122636198997498
30,0.820126473903656,0.569119930267334,0.785778820514679,0.6120300889015198
31,0.8201300501823425,0.5684815049171448,0.7857875823974609,0.6117973923683167
32,0.8201360106468201,0.5678724646568298,0.7857967615127563,0.6115620136260986
33,0.820140540599823,0.567288339138031,0.7858022451400757,0.6113238334655762
34,0.8201438188552856,0.5667257905006409,0.7858060598373413,0.6110811233520508
35,0.8201463222503662,0.5661818981170654,0.7858094573020935,0.6108341217041016
36,0.8201503753662109,0.5656546354293823,0.7858130931854248,0.610582709312439
37,0.820152759552002,0.5651419758796692,0.7858150601387024,0.6103269457817078
38,0.8201531767845154,0.564642608165741,0.7858181595802307,0.610066831111908
39,0.8201547265052795,0.5641552209854126,0.7858186960220337,0.6098034381866455
40,0.8201567530632019,0.5636788010597229,0.785820484161377,0.6095362901687622
41,0.8201590776443481,0.5632126927375793,0.7858208417892456,0.6092664003372192
42,0.8201608061790466,0.5627560615539551,0.7858223915100098,0.6089943051338196
43,0.8201629519462585,0.5623084306716919,0.7858235239982605,0.6087206602096558
44,0.820163905620575,0.5618691444396973,0.785824179649353,0.6084449887275696
45,0.8201651573181152,0.561437726020813,0.785825788974762,0.6081687808036804
46,0.8201675415039062,0.5610138773918152,0.7858259081840515,0.607891321182251
47,0.8201689720153809,0.5605971217155457,0.7858271598815918,0.6076136827468872
48,0.8201698660850525,0.560187041759491,0.7858273983001709,0.6073358654975891
49,0.8201707005500793,0.559783399105072,0.7858292460441589,0.6070572137832642
