epoch,accuracy,loss,val_accuracy,val_loss
0,0.3445563018321991,0.7239727973937988,0.4485894739627838,0.7097098231315613
1,0.38673534989356995,0.7141515016555786,0.47585123777389526,0.7036703824996948
2,0.42960846424102783,0.7049406170845032,0.5097068548202515,0.6981983184814453
3,0.4734112024307251,0.6964705586433411,0.5393745303153992,0.6932414174079895
4,0.508123517036438,0.688683807849884,0.5680618286132812,0.6887335777282715
5,0.5571193099021912,0.681496262550354,0.6190656423568726,0.6846122145652771
6,0.6341519355773926,0.6748272776603699,0.6866123080253601,0.680830717086792
7,0.7115864157676697,0.6686179041862488,0.730188250541687,0.6773548722267151
8,0.7607939839363098,0.6628283262252808,0.7515209913253784,0.6741595268249512
9,0.7863059043884277,0.6574273109436035,0.7638774514198303,0.6712213158607483
10,0.8001172542572021,0.6523867845535278,0.770405113697052,0.6685183644294739
11,0.8076109290122986,0.6476784348487854,0.7744324803352356,0.6660289168357849
12,0.8119925856590271,0.6432725191116333,0.7769731879234314,0.6637328267097473
13,0.8146568536758423,0.6391405463218689,0.7786667943000793,0.6616122722625732
14,0.816391110420227,0.6352580189704895,0.7798169255256653,0.6596501469612122
15,0.8175342082977295,0.6316037774085999,0.7806212902069092,0.6578307151794434
16,0.8183200359344482,0.6281585693359375,0.781234622001648,0.6561394929885864
17,0.8188654780387878,0.6249046325683594,0.7816618084907532,0.6545642018318176
18,0.819251537322998,0.6218259334564209,0.7819743156433105,0.6530925035476685
19,0.8195358514785767,0.6189083456993103,0.7821832895278931,0.651716947555542
20,0.8197330236434937,0.6161385774612427,0.7823178768157959,0.6504284739494324
21,0.8198639154434204,0.6135052442550659,0.7824215888977051,0.6492209434509277
22,0.8199583888053894,0.610998809337616,0.7824934124946594,0.6480883359909058
23,0.8200380802154541,0.6086108684539795,0.7825378775596619,0.6470239758491516
24,0.8200964331626892,0.6063345074653625,0.7825766801834106,0.6460252404212952
25,0.8201380968093872,0.604163408279419,0.7826014757156372,0.6450876593589783
26,0.820159912109375,0.6020916104316711,0.7826208472251892,0.6442071795463562
27,0.8201699256896973,0.6001138687133789,0.7826301455497742,0.6433802247047424
28,0.8201761245727539,0.598224937915802,0.7826388478279114,0.6426032781600952
29,0.8201798796653748,0.596420168876648,0.7826460599899292,0.6418736577033997
30,0.8201782703399658,0.5946952104568481,0.782651960849762,0.641187310218811
31,0.8201760053634644,0.593045711517334,0.782657265663147,0.6405408382415771
32,0.8201721906661987,0.5914673209190369,0.7826629281044006,0.6399316787719727
33,0.8201704621315002,0.5899553894996643,0.7826685309410095,0.6393552422523499
34,0.8201690316200256,0.5885052680969238,0.7826734781265259,0.6388102769851685
35,0.8201680183410645,0.58711177110672,0.7826776504516602,0.638292670249939
36,0.8201677203178406,0.5857705473899841,0.782680869102478,0.637799859046936
37,0.8201680183410645,0.5844772458076477,0.7826857566833496,0.6373308897018433
38,0.8201683759689331,0.5832281708717346,0.7826875448226929,0.636884331703186
39,0.8201690912246704,0.5820196866989136,0.7826899886131287,0.6364560723304749
40,0.8201699256896973,0.5808490514755249,0.7826934456825256,0.6360476613044739
41,0.8201704621315002,0.5797138810157776,0.7826956510543823,0.6356578469276428
42,0.8201706409454346,0.5786118507385254,0.7826974987983704,0.6352844834327698
43,0.8201709389686584,0.5775412321090698,0.7827001810073853,0.6349272727966309
44,0.8201716542243958,0.5765001177787781,0.7827007174491882,0.6345854997634888
45,0.8201720118522644,0.575486958026886,0.7827022671699524,0.6342583298683167
46,0.8201722502708435,0.574500560760498,0.782702624797821,0.6339443922042847
47,0.8201728463172913,0.5735397934913635,0.7827038764953613,0.6336436867713928
48,0.8201730251312256,0.5726033449172974,0.7827043533325195,0.633354902267456
49,0.8201732635498047,0.5716904401779175,0.7827058434486389,0.6330785751342773
