epoch,accuracy,loss,val_accuracy,val_loss
0,0.8201721906661987,0.5918926000595093,0.739561915397644,0.6654472947120667
1,0.820172905921936,0.589661180973053,0.7395758032798767,0.6653206944465637
2,0.820172905921936,0.587526798248291,0.7395814061164856,0.6652450561523438
3,0.820172905921936,0.5855206251144409,0.7395848035812378,0.665214478969574
4,0.8201730251312256,0.5836337208747864,0.7395886182785034,0.6652234792709351
5,0.8201732039451599,0.58185875415802,0.7395904660224915,0.6652674078941345
6,0.8201732635498047,0.580190896987915,0.7395935654640198,0.6653416752815247
7,0.8201732635498047,0.578622579574585,0.7395954132080078,0.6654430031776428
8,0.8201733231544495,0.5771468877792358,0.7395958304405212,0.6655667424201965
9,0.8201733231544495,0.5757578611373901,0.7395971417427063,0.6657094359397888
10,0.8201733231544495,0.5744494199752808,0.739597499370575,0.6658692359924316
11,0.8201733231544495,0.5732141733169556,0.7395976185798645,0.6660444140434265
12,0.8201733231544495,0.5720484852790833,0.7395976781845093,0.6662293672561646
13,0.8201733231544495,0.570946991443634,0.7395976781845093,0.6664250493049622
14,0.8201733231544495,0.569903552532196,0.7395976781845093,0.6666246652603149
15,0.8201733231544495,0.5689148306846619,0.7395976781845093,0.6668307185173035
16,0.8201733231544495,0.5679764747619629,0.7395976781845093,0.6670413017272949
17,0.8201733231544495,0.5670857429504395,0.7395979166030884,0.6672518849372864
18,0.8201733231544495,0.5662392377853394,0.7395979166030884,0.667464017868042
19,0.8201733231544495,0.5654324889183044,0.7395979166030884,0.6676755547523499
20,0.8201733231544495,0.5646632313728333,0.7395979166030884,0.6678877472877502
21,0.8201733231544495,0.5639285445213318,0.7395979166030884,0.6680963635444641
22,0.8201733231544495,0.5632266998291016,0.7395979166030884,0.6683017611503601
23,0.8201733231544495,0.5625552535057068,0.7395979166030884,0.6685035824775696
24,0.8201733231544495,0.5619124174118042,0.7395979166030884,0.6687012314796448
25,0.8201733231544495,0.5612958073616028,0.7395979166030884,0.6688932776451111
26,0.8201733231544495,0.5607041120529175,0.7395979166030884,0.6690806150436401
27,0.8201733231544495,0.5601351857185364,0.7395979166030884,0.6692608594894409
28,0.8201733231544495,0.5595876574516296,0.7395979166030884,0.6694346070289612
29,0.8201733231544495,0.5590602159500122,0.7395979166030884,0.6696022152900696
30,0.8201733231544495,0.5585514307022095,0.7395979166030884,0.6697636246681213
31,0.8201733231544495,0.5580601096153259,0.7395979166030884,0.669917643070221
32,0.8201733231544495,0.5575848817825317,0.7395979166030884,0.6700629591941833
33,0.8201733231544495,0.5571247935295105,0.7395979166030884,0.6702012419700623
34,0.8201733231544495,0.5566790699958801,0.7395979166030884,0.6703312993049622
35,0.8201733231544495,0.5562470555305481,0.7395979166030884,0.6704533696174622
36,0.8201733231544495,0.5558274984359741,0.7395979166030884,0.6705673933029175
37,0.8201733231544495,0.5554194450378418,0.7395979166030884,0.6706728339195251
38,0.8201733231544495,0.5550225377082825,0.7395979166030884,0.6707704663276672
39,0.8201733231544495,0.5546355843544006,0.7395979166030884,0.6708580255508423
40,0.8201733231544495,0.5542580485343933,0.7395979166030884,0.670939028263092
41,0.8201733231544495,0.5538897514343262,0.7395979166030884,0.6710092425346375
42,0.8201733231544495,0.5535297393798828,0.7395979166030884,0.6710729002952576
43,0.8201733231544495,0.5531779527664185,0.7395979166030884,0.6711297035217285
44,0.8201733231544495,0.5528332591056824,0.7395979166030884,0.6711761951446533
45,0.8201733231544495,0.5524955987930298,0.7395979166030884,0.6712135672569275
46,0.8201733231544495,0.5521642565727234,0.7395979166030884,0.6712433099746704
47,0.8201733231544495,0.5518392324447632,0.7395979166030884,0.6712647080421448
48,0.8201733231544495,0.5515199899673462,0.7395979166030884,0.6712775230407715
49,0.8201733231544495,0.5512058138847351,0.7395979166030884,0.6712819933891296
