epoch,accuracy,loss,val_accuracy,val_loss
0,0.18001392483711243,0.8741997480392456,0.2782731354236603,0.7947466373443604
1,0.1803281158208847,0.8347872495651245,0.279086172580719,0.770313024520874
2,0.18074510991573334,0.8012661933898926,0.2805710732936859,0.7503432631492615
3,0.18255363404750824,0.7730528712272644,0.2904164493083954,0.7339447736740112
4,0.20750555396080017,0.7491523027420044,0.3278186023235321,0.7204182744026184
5,0.2690272033214569,0.72871994972229,0.3935091197490692,0.7091674208641052
6,0.36994668841362,0.7110421061515808,0.481822669506073,0.6997552514076233
7,0.49334561824798584,0.695624053478241,0.5732702612876892,0.6918753981590271
8,0.6173270344734192,0.6821371912956238,0.6502523422241211,0.685285747051239
9,0.7215108275413513,0.6703248620033264,0.7001916170120239,0.6797863841056824
10,0.7801849246025085,0.659970760345459,0.72529536485672,0.6752133965492249
11,0.8010555505752563,0.6508943438529968,0.7375926971435547,0.6714316010475159
12,0.8092800974845886,0.6429434418678284,0.7434309720993042,0.6683251261711121
13,0.8133017420768738,0.6359806060791016,0.746635913848877,0.6657885313034058
14,0.8154104351997375,0.6298803091049194,0.7485525012016296,0.6637223958969116
15,0.8166425228118896,0.6245307922363281,0.7497453093528748,0.6620426177978516
16,0.817423939704895,0.6198310852050781,0.7505491375923157,0.6606797575950623
17,0.8179430961608887,0.6156805753707886,0.7511298060417175,0.6595703959465027
18,0.8183120489120483,0.611992359161377,0.7515846490859985,0.6586593389511108
19,0.8186054825782776,0.6086981296539307,0.7519412636756897,0.657905638217926
20,0.8188273310661316,0.6057404279708862,0.7522099018096924,0.6572792530059814
21,0.8189953565597534,0.603069543838501,0.752426028251648,0.6567554473876953
22,0.8191326856613159,0.6006461381912231,0.752615749835968,0.656315267086029
23,0.8192477226257324,0.5984413623809814,0.7527798414230347,0.6559448838233948
24,0.8193351626396179,0.5964288115501404,0.7529245615005493,0.6556322574615479
25,0.8194042444229126,0.5945838093757629,0.7530481815338135,0.6553667187690735
26,0.8194632530212402,0.5928840637207031,0.753147304058075,0.6551425457000732
27,0.8195247054100037,0.5913107395172119,0.7532302737236023,0.6549535989761353
28,0.8195801973342896,0.589847207069397,0.7533096671104431,0.6547948718070984
29,0.819635272026062,0.5884793996810913,0.7533857226371765,0.6546627283096313
30,0.819698691368103,0.5871959924697876,0.7534502744674683,0.6545529961585999
31,0.8197540640830994,0.5859869718551636,0.7535152435302734,0.6544650793075562
32,0.8198004961013794,0.5848443508148193,0.7535623908042908,0.6543940901756287
33,0.81983882188797,0.58376145362854,0.753600537776947,0.6543400883674622
34,0.8198667764663696,0.5827324986457825,0.7536365985870361,0.6542998552322388
35,0.8198857307434082,0.5817524194717407,0.7536687850952148,0.6542726159095764
36,0.8199011087417603,0.5808172225952148,0.7536982297897339,0.6542574763298035
37,0.8199189901351929,0.579923152923584,0.7537246942520142,0.6542519927024841
38,0.8199343085289001,0.579067051410675,0.7537496089935303,0.6542551517486572
39,0.8199505805969238,0.5782462358474731,0.7537715435028076,0.6542667150497437
40,0.8199699521064758,0.5774577856063843,0.7537915110588074,0.6542853116989136
41,0.8199922442436218,0.5766995549201965,0.753807783126831,0.6543098092079163
42,0.820017397403717,0.5759694576263428,0.7538220286369324,0.6543400883674622
43,0.8200451731681824,0.575265645980835,0.7538361549377441,0.6543742418289185
44,0.8200698494911194,0.5745863914489746,0.7538455128669739,0.6544128656387329
45,0.8200893998146057,0.573930025100708,0.753852903842926,0.6544538736343384
46,0.820105254650116,0.5732952356338501,0.7538604140281677,0.6544976830482483
47,0.820118248462677,0.5726807117462158,0.7538694739341736,0.6545438766479492
48,0.8201282620429993,0.5720851421356201,0.7538767457008362,0.6545907258987427
49,0.820134162902832,0.5715073943138123,0.7538831233978271,0.6546385288238525
